total_mass mass_ratio luminosity_distance inclination spin1_magnitude spin2_magnitude declination phase right_ascension polarization spin1_x spin1_y spin1_z spin2_x spin2_y spin2_z geocenter_time theta_jn phi_jl tilt1 tilt2 phi12 ln_posterior ln_prior ln_likelihood network_optimal_SNR network_matched_filter_SNR H1_optimal_SNR L1_optimal_SNR V1_optimal_SNR H1_matched_filter_SNR L1_matched_filter_SNR V1_matched_filter_SNR
61.86042103838552 0.1455144007563725 100.18665850397694 0.031194906077423375 0.5410665471295422 0.9474240639327282 0.6132384967586966 -2.8113522439295253 4.780967811750457 2.3279412111620705 -0.3076380782237541 -0.3216043902595577 -0.3077051143794307 0.7501488395196031 -0.5304328506263914 -0.23136565532195874 1238175800.4355235 0.9612364237721696 1.585241227447164 2.1757221348658056 1.8174960717902535 1.7185251920979387 -69249272.74094371 -177.7584575669825 -69249094.98248614 34.495295270145135 60.324689779821554 27.58574604672463 18.14950125137284 9.977355117791964 60.02222911887612 0.980217521255084 5.953098541421179
39.56808824178847 0.5592793335768323 100.1657385215849 0.47222722820485724 0.8428097292191276 0.8052231447979855 0.24617962513588798 2.5389313821703876 4.468869638397639 1.7365969503438095 0.3310514673524956 -0.03933654969625759 0.7740709279440564 -0.10023741370844684 0.6061757242160887 -0.5204687936682657 1238175799.5461788 0.4684723285415049 0.06556661852982502 0.4066755680388261 2.273608379251623 1.8529422350385314 -69246653.37981305 -487.70728767722693 -69246165.67252536 68.71720684176465 156.43385925210688 45.904479444989704 31.738090027669926 40.09397616118789 5.210097408053297 -2.3871683358859275 156.32884773080983
64.76018317414479 0.13150631901322046 100.34358429616897 0.05116999851511606 0.5097338170790436 0.9834406022848164 0.611100699918131 -2.5879101752976346 4.814466962604329 1.8833890779379352 -0.23091635358304785 -0.3722360084871581 -0.2606656016957916 0.567854868334998 -0.7999983384581824 -0.06854870673259919 1238175800.4316928 0.963619593148608 1.5687046253701167 2.1075814642273736 1.640555838050286 1.1725342598919766 -69249273.58558446 -178.06926297852473 -69249095.51632148 35.44037962948871 60.360043387239365 28.101333453638098 19.276339572941417 9.734387452653163 60.043832687122176 0.8517672593333772 6.111258993548256
48.283207462571376 0.39373633357583515 191.64786483656977 0.16220795719948528 0.3109682929667274 0.26100550320809907 -0.37385175104777946 -0.6721591661000172 1.4917634671925102 -1.4294611068803744 -0.17451195692406107 -0.06413485624831147 -0.24926607537967033 0.1721568809721296 -0.08794868282627714 -0.17535937450841887 1238175800.3934784 0.17927252628849685 0.47397745500820754 2.500730118038117 2.3075145985095524 2.3171041748453707 -69250179.18100439 -310.0948616896793 -69249869.0861427 27.459101279751113 32.47739120137929 23.170134265109187 6.7886789282144635 13.079027472945356 32.44717094912929 0.6888347637752112 -1.2196488484905723
65.48851742580202 0.1311849388350324 100.1903671235118 0.05775887874452413 0.5013062756760672 0.9544279014460864 0.5781105689273245 -1.908193223667083 4.7660429452818 2.0646479224309138 -0.4508631694678931 -0.009372775193415412 -0.21895783962842866 0.051663549460029254 -0.8661855030933827 0.3974747425269118 1238175800.4452167 0.8931065765187041 1.5915247202767737 2.022806360491439 1.1412554867629945 1.6095851303570246 -69249264.07131341 -183.9662605160378 -69249080.10505289 32.99398927944649 60.69599239642181 26.79348936706427 16.369714696103973 10.136305879234376 60.393962132555004 0.9644478705794325 5.970148341786888
66.04608030781026 0.12967046496919896 101.04073600817789 0.05942236272798698 0.5121938784206723 0.8339173877657171 0.5926769720293779 -0.7142880756007013 4.7659895407898585 0.4821765422491326 -0.4263389039008591 -0.1921300706039974 -0.20895871382148068 0.640283058779077 -0.45632014100164914 0.2778988002398381 1238175800.438855 0.9441951569800721 1.5000026655471872 1.9910236438178777 1.2310531069876531 2.099008693189802 -69249271.97785184 -179.3561766696995 -69249092.62167516 33.835015041053566 60.0022875891362 27.382461066994015 17.08054297298572 10.161895516628096 59.71224522441278 1.049846210670233 5.798285015669934
46.90472916513012 0.5008026249070726 100.05726715998514 1.201070295888339 0.8957775955305337 0.7468132583749472 -0.42377028356943336 2.197973960847106 5.067571510788918 1.4578327578151635 -0.5082036948817164 0.016473556463087263 0.7374788994272943 -0.19812405879633077 -0.715271947812667 -0.08284286863060077 1238175799.5428827 1.3238837626887656 2.434027160098379 0.6036247957575244 1.6819535861854804 1.3329837432262819 -69245667.54184687 -948.5306952537002 -69244719.01115161 66.29297761299313 215.05947205487925 39.20909001952006 40.32195837375476 35.09338703435689 2.590933957837411 1.5432601071775787 215.03832665362495
36.00654900299572 0.8130872679393074 121.79499805155665 0.16027285464526717 0.10738677531345397 0.28789107382398277 -0.776000176418175 1.156740279840993 5.459695312141219 0.8498009361507742 0.08794664036026012 0.05626701378295789 0.02512630337940188 -0.10110975936623337 -0.2656322244985518 0.04579965345261119 1238175799.4263566 0.17006390260505969 2.7290943193115997 1.334627533686802 1.4110307800146822 3.7795232219302806 -69245511.1935472 -891.4702469446709 -69244619.72330026 62.16066655948479 133.89600473033516 17.50935518812958 18.834953324317315 56.591655580007185 0.6139064662955277 -2.1458020079419273 133.8774018844827
50.03473745537519 0.1964373848865529 173.81599015491415 0.1777145161143151 0.3805148299071919 0.16371685703782995 -0.01479607004473124 0.42330119955958495 1.2994400142405838 1.4786095831989896 -0.09980325146118578 -0.20709548916157156 -0.30321989569618263 0.15525887883963752 -0.006404901089962832 0.051544806351676194 1238175800.08323 0.5628163590424 1.5702701044735006 2.4928887100763957 1.2505070205856033 1.9786451265294318 -69249982.55085781 -130.34578378371242 -69249852.20507403 29.535306372638654 28.599783660489496 11.593845300453841 22.936854605693476 14.553960782963923 11.783457951977464 17.37655010434272 19.420433841499218
47.51318798043101 0.29742132864889886 100.32766609401243 0.9109618739700256 0.987946650859986 0.9054775811228363 0.22904629704597418 2.4875116781591333 4.498170275116886 2.4026319939129746 0.10027283595754391 0.03519713943587846 0.9822143883542054 0.002947737645698408 0.44827475895064195 -0.7867214889950436 1238175799.54787 0.9113881296063225 0.029314642551662703 0.10777586042087331 2.6236649732999937 1.226643073201996 -69245259.08784941 -799.1461499157343 -69244459.94169949 51.58897793530149 236.89017595101464 35.392842118310234 24.101991200812982 28.772615302633213 7.733700233766464 0.8572593973432002 236.76235015120665
